Date,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk
05/22/2018 04:00:00 AM,9,8
08/18/2016 10:00:00 AM,77,64
08/05/2014 05:00:00 AM,38,17
03/06/2015 05:00:00 PM,155,327
03/01/2014 08:00:00 PM,3,20
01/16/2015 11:00:00 PM,10,8
10/05/2012 08:00:00 AM,251,119
02/15/2015 12:00:00 AM,5,9
06/03/2017 01:00:00 PM,71,70
03/09/2017 05:00:00 AM,14,11
07/24/2013 07:00:00 PM,145,182
10/02/2014 05:00:00 PM,188,423
01/08/2018 09:00:00 AM,124,121
02/01/2018 02:00:00 PM,17,20
08/05/2013 01:00:00 PM,73,59
12/12/2012 01:00:00 PM,22,16
08/28/2018 05:00:00 AM,30,28
10/09/2017 04:00:00 PM,100,239
01/30/2017 11:00:00 PM,5,4
06/26/2018 06:00:00 AM,90,75
02/25/2017 11:00:00 PM,3,4
10/05/2014 04:00:00 PM,156,89
12/11/2015 01:00:00 PM,22,25
09/02/2013 07:00:00 AM,35,20
06/27/2017 09:00:00 PM,48,50
02/25/2014 11:00:00 PM,5,11
12/13/2015 02:00:00 AM,4,0
08/10/2016 08:00:00 AM,368,227
07/22/2015 04:00:00 PM,143,269
01/12/2018 09:00:00 PM,3,11
01/10/2015 12:00:00 PM,39,43
05/18/2018 01:00:00 AM,3,4
05/22/2017 05:00:00 AM,41,17
07/16/2013 11:00:00 AM,43,46
01/04/2013 05:00:00 AM,9,4
03/23/2018 01:00:00 AM,2,1
10/23/2015 11:00:00 AM,47,37
11/28/2014 06:00:00 AM,6,7
07/23/2015 12:00:00 PM,44,56
02/04/2017 11:00:00 PM,3,2
12/24/2017 08:00:00 AM,10,11
03/03/2014 02:00:00 PM,25,32
08/26/2015 04:00:00 PM,148,227
06/20/2013 08:00:00 AM,253,121
11/14/2016 03:00:00 PM,63,77
05/30/2016 01:00:00 AM,3,2
03/04/2015 08:00:00 AM,335,0
10/10/2017 04:00:00 PM,73,210
01/10/2016 07:00:00 AM,13,5
06/13/2017 09:00:00 AM,122,107
10/22/2016 03:00:00 AM,1,2
10/31/2012 05:00:00 PM,91,189
01/27/2015 02:00:00 PM,36,38
05/23/2014 01:00:00 AM,2,6
01/25/2017 06:00:00 AM,59,41
03/26/2015 11:00:00 PM,13,22
09/27/2016 09:00:00 PM,26,30
07/09/2016 02:00:00 PM,114,78
02/22/2015 09:00:00 AM,56,41
04/09/2017 10:00:00 PM,5,6
03/31/2013 08:00:00 PM,37,12
04/27/2014 10:00:00 PM,8,12
02/03/2016 10:00:00 AM,48,25
07/01/2014 07:00:00 PM,150,191
03/28/2016 11:00:00 AM,24,18
05/26/2014 11:00:00 PM,8,9
11/05/2014 05:00:00 PM,125,279
02/06/2015 02:00:00 AM,1,0
11/03/2017 04:00:00 PM,49,114
03/23/2017 12:00:00 AM,1,5
10/01/2017 08:00:00 PM,18,15
12/08/2017 02:00:00 AM,3,1
11/14/2015 11:00:00 AM,27,18
01/28/2015 09:00:00 PM,19,32
02/06/2014 03:00:00 PM,26,32
02/27/2013 09:00:00 AM,121,79
07/18/2013 08:00:00 AM,336,174
07/04/2017 10:00:00 AM,94,82
08/04/2015 04:00:00 PM,126,271
01/05/2016 01:00:00 AM,1,0
07/31/2013 02:00:00 AM,3,5
08/08/2014 07:00:00 PM,100,109
04/12/2016 09:00:00 PM,15,17
10/26/2012 04:00:00 PM,90,108
08/31/2018 04:00:00 AM,3,6
10/30/2016 07:00:00 AM,10,4
02/03/2017 07:00:00 PM,16,30
10/25/2012 06:00:00 PM,79,193
10/19/2016 10:00:00 AM,56,69
12/06/2014 09:00:00 PM,3,13
12/21/2015 04:00:00 PM,41,56
05/23/2013 02:00:00 AM,2,1
10/16/2014 04:00:00 AM,6,1
03/06/2014 04:00:00 PM,53,73
06/30/2013 05:00:00 AM,9,4
05/25/2013 11:00:00 AM,62,64
11/20/2016 07:00:00 AM,6,5
04/11/2015 06:00:00 AM,6,5
03/06/2013 06:00:00 PM,71,131
03/07/2015 10:00:00 AM,101,71
12/03/2015 10:00:00 AM,49,32
02/24/2015 08:00:00 PM,37,36
01/07/2016 05:00:00 PM,120,300
04/06/2018 07:00:00 PM,54,117
01/02/2014 07:00:00 PM,32,44
12/12/2016 07:00:00 PM,34,69
05/13/2017 03:00:00 PM,85,75
03/07/2013 06:00:00 PM,85,132
04/13/2017 03:00:00 AM,1,2
06/22/2013 09:00:00 PM,94,65
10/20/2015 05:00:00 AM,25,21
12/02/2015 02:00:00 AM,1,2
12/03/2017 12:00:00 AM,1,4
02/25/2015 06:00:00 PM,101,215
07/28/2015 03:00:00 PM,72,109
03/10/2013 08:00:00 PM,8,7
06/29/2015 11:00:00 PM,15,13
04/13/2014 09:00:00 PM,26,16
10/08/2016 07:00:00 PM,13,7
03/31/2014 06:00:00 PM,145,282
04/24/2014 06:00:00 AM,45,27
08/31/2018 05:00:00 AM,11,14
07/14/2016 09:00:00 AM,183,141
06/25/2018 05:00:00 PM,129,441
11/11/2012 10:00:00 AM,40,14
06/08/2013 12:00:00 AM,7,24
08/12/2018 09:00:00 PM,29,27
09/12/2017 07:00:00 PM,99,159
12/29/2012 01:00:00 AM,2,3
06/10/2013 11:00:00 AM,50,33
11/08/2015 12:00:00 PM,23,15
12/23/2017 09:00:00 PM,1,5
04/08/2016 10:00:00 PM,13,23
08/16/2014 10:00:00 AM,90,60
08/02/2016 02:00:00 AM,0,1
09/15/2014 05:00:00 PM,238,489
06/09/2017 08:00:00 AM,279,214
07/06/2014 12:00:00 AM,10,9
10/06/2017 08:00:00 AM,296,231
01/10/2017 12:00:00 AM,2,3
12/23/2013 12:00:00 PM,23,25
07/31/2015 02:00:00 AM,1,6
04/21/2017 12:00:00 AM,10,14
08/15/2015 02:00:00 AM,2,4
05/07/2015 04:00:00 AM,10,2
07/24/2017 05:00:00 PM,185,598
03/09/2017 05:00:00 PM,60,235
10/11/2013 08:00:00 AM,207,97
12/23/2017 01:00:00 PM,30,45
05/25/2014 09:00:00 PM,7,14
01/13/2015 01:00:00 PM,55,0
03/17/2015 07:00:00 PM,50,79
10/05/2012 06:00:00 AM,68,37
01/05/2015 08:00:00 AM,256,1
08/05/2016 10:00:00 AM,79,58
08/12/2015 08:00:00 AM,382,199
03/22/2017 04:00:00 AM,4,3
11/16/2015 12:00:00 PM,14,12
08/17/2017 02:00:00 AM,2,0
03/20/2017 04:00:00 PM,53,150
01/06/2014 03:00:00 PM,43,39
08/09/2016 02:00:00 PM,45,41
12/01/2015 05:00:00 PM,109,310
07/27/2014 03:00:00 PM,138,100
11/22/2012 12:00:00 AM,5,3
09/19/2017 08:00:00 PM,19,40
05/14/2016 11:00:00 PM,13,8
02/23/2016 07:00:00 AM,292,92
05/27/2013 08:00:00 PM,12,19
11/25/2014 11:00:00 AM,33,1
01/12/2016 02:00:00 AM,0,1
05/20/2013 09:00:00 PM,39,43
05/27/2015 11:00:00 AM,44,41
08/23/2015 01:00:00 AM,3,5
06/20/2015 08:00:00 PM,80,55
10/12/2013 12:00:00 PM,63,50
10/18/2016 06:00:00 PM,107,233
04/06/2013 04:00:00 PM,33,35
02/08/2014 10:00:00 AM,44,23
07/06/2017 06:00:00 AM,111,85
05/12/2018 08:00:00 AM,53,51
07/28/2017 06:00:00 PM,110,288
07/28/2016 05:00:00 PM,215,499
01/16/2016 10:00:00 AM,20,13
02/03/2013 11:00:00 AM,43,28
04/08/2017 06:00:00 PM,36,29
09/13/2013 05:00:00 PM,166,303
04/02/2017 08:00:00 PM,9,13
09/20/2015 12:00:00 PM,44,48
10/09/2015 11:00:00 PM,11,22
02/09/2013 03:00:00 PM,61,45
11/27/2014 07:00:00 AM,6,3
08/02/2016 01:00:00 PM,38,34
03/01/2014 02:00:00 PM,43,40
01/29/2017 05:00:00 AM,4,3
09/11/2016 04:00:00 PM,80,82
07/10/2017 01:00:00 PM,57,42
02/14/2015 10:00:00 PM,8,10
05/03/2018 05:00:00 AM,29,21
01/16/2014 10:00:00 AM,60,56
09/27/2016 03:00:00 PM,64,94
05/27/2016 07:00:00 PM,36,58
05/28/2013 04:00:00 PM,89,141
11/16/2017 09:00:00 AM,103,104
07/31/2017 08:00:00 AM,348,312
12/22/2017 10:00:00 PM,9,8
12/17/2012 09:00:00 PM,17,19
04/21/2017 05:00:00 AM,24,9
06/03/2016 05:00:00 AM,28,18
10/23/2013 05:00:00 PM,175,337
07/22/2017 03:00:00 PM,85,112
06/18/2017 08:00:00 PM,22,29
03/18/2018 10:00:00 AM,47,49
03/07/2013 07:00:00 AM,126,67
02/21/2014 10:00:00 PM,15,9
02/16/2015 06:00:00 PM,85,123
12/06/2015 06:00:00 AM,4,2
12/20/2017 09:00:00 AM,69,94
12/18/2016 04:00:00 AM,1,0
01/17/2016 05:00:00 PM,10,24
09/21/2013 09:00:00 AM,49,44
12/11/2013 11:00:00 AM,24,23
10/10/2015 11:00:00 AM,16,8
06/20/2013 10:00:00 PM,11,10
03/20/2014 12:00:00 PM,33,24
08/19/2015 02:00:00 PM,61,45
01/13/2014 03:00:00 PM,47,44
08/25/2013 11:00:00 AM,78,86
12/18/2013 01:00:00 PM,32,28
07/29/2014 12:00:00 PM,77,66
01/13/2015 07:00:00 PM,55,109
11/13/2017 07:00:00 PM,16,50
06/13/2013 12:00:00 AM,11,6
03/11/2014 09:00:00 AM,201,108
06/11/2016 05:00:00 AM,11,5
09/04/2014 12:00:00 AM,7,17
04/01/2013 06:00:00 PM,132,249
11/22/2013 01:00:00 PM,46,30
10/31/2016 05:00:00 AM,20,13
07/20/2013 08:00:00 PM,41,36
09/13/2016 03:00:00 AM,1,2
02/17/2014 05:00:00 PM,33,86
02/06/2016 12:00:00 AM,5,4
05/13/2014 03:00:00 AM,2,1
08/10/2016 02:00:00 PM,63,65
05/16/2013 11:00:00 PM,26,17
03/20/2015 04:00:00 PM,53,123
10/18/2016 06:00:00 AM,76,42
11/27/2017 12:00:00 AM,0,1
11/24/2014 12:00:00 PM,39,0
04/26/2016 03:00:00 AM,2,1
04/27/2017 12:00:00 AM,2,3
11/01/2015 12:00:00 AM,3,5
01/10/2015 11:00:00 PM,7,6
06/14/2015 05:00:00 AM,8,6
05/07/2014 02:00:00 PM,72,70
06/11/2015 11:00:00 AM,56,46
12/25/2012 06:00:00 AM,2,1
10/29/2012 07:00:00 AM,161,53
11/18/2014 07:00:00 PM,52,99
09/13/2017 11:00:00 AM,41,44
05/28/2017 07:00:00 AM,29,24
10/26/2013 05:00:00 AM,5,0
01/26/2017 02:00:00 PM,29,36
10/15/2012 01:00:00 PM,42,29
04/14/2016 10:00:00 PM,10,18
11/17/2017 10:00:00 PM,13,23
07/23/2013 02:00:00 AM,4,1
10/10/2013 04:00:00 PM,80,116
05/01/2014 05:00:00 PM,250,580
02/24/2013 12:00:00 PM,44,37
05/05/2017 06:00:00 AM,62,48
05/17/2015 11:00:00 PM,9,13
07/10/2016 11:00:00 PM,10,11
02/02/2017 06:00:00 PM,86,172
05/16/2015 03:00:00 AM,1,3
12/19/2017 10:00:00 PM,5,9
07/18/2013 03:00:00 PM,84,97
08/14/2016 03:00:00 AM,3,2
05/05/2014 08:00:00 PM,55,58
01/13/2013 07:00:00 AM,8,4
06/12/2015 06:00:00 AM,96,41
08/15/2013 10:00:00 AM,75,54
06/23/2013 07:00:00 PM,30,22
12/10/2012 03:00:00 AM,0,1
03/22/2015 09:00:00 PM,6,12
08/29/2014 02:00:00 AM,3,1
07/05/2014 03:00:00 AM,0,2
06/01/2017 02:00:00 AM,2,1
02/25/2018 09:00:00 AM,23,11
05/12/2015 06:00:00 PM,121,295
11/24/2017 07:00:00 AM,12,17
07/31/2016 08:00:00 PM,31,42
04/24/2014 09:00:00 PM,18,34
07/05/2017 08:00:00 AM,322,256
04/10/2016 03:00:00 PM,79,57
12/12/2012 06:00:00 AM,56,28
12/08/2013 12:00:00 PM,22,15
02/15/2016 08:00:00 PM,12,11
01/09/2017 08:00:00 AM,202,131
10/24/2012 06:00:00 AM,79,39
02/25/2017 06:00:00 PM,14,16
11/15/2014 12:00:00 PM,55,41
11/04/2013 07:00:00 PM,56,80
09/27/2017 02:00:00 AM,0,2
01/28/2013 10:00:00 AM,26,18
02/14/2013 04:00:00 AM,5,1
06/01/2013 03:00:00 AM,5,2
12/16/2014 07:00:00 AM,220,15
08/06/2017 08:00:00 AM,46,61
03/06/2014 06:00:00 PM,76,124
06/02/2015 12:00:00 PM,35,27
12/08/2016 12:00:00 PM,14,20
07/26/2017 05:00:00 PM,217,571
10/16/2015 01:00:00 PM,58,55
06/15/2015 10:00:00 AM,77,56
05/18/2018 06:00:00 AM,158,107
10/03/2017 06:00:00 PM,136,355
08/31/2016 10:00:00 PM,14,23
02/03/2018 04:00:00 PM,21,16
12/30/2012 04:00:00 AM,3,2
02/05/2015 02:00:00 PM,29,14
03/03/2013 07:00:00 AM,16,6
04/03/2014 05:00:00 AM,10,8
02/28/2014 02:00:00 PM,60,59
07/15/2017 12:00:00 AM,11,16
05/10/2015 05:00:00 PM,88,74
04/06/2015 07:00:00 PM,70,118
04/23/2013 07:00:00 AM,265,103
07/17/2013 06:00:00 AM,108,54
12/11/2017 12:00:00 AM,0,5
07/24/2017 04:00:00 AM,3,8
12/12/2012 11:00:00 AM,9,11
09/28/2014 04:00:00 PM,90,88
06/29/2014 02:00:00 PM,108,83
05/16/2017 09:00:00 AM,75,81
02/21/2013 12:00:00 PM,17,20
12/31/2015 03:00:00 PM,46,64
04/24/2017 03:00:00 AM,0,1
01/29/2015 12:00:00 AM,1,5
07/07/2013 09:00:00 AM,73,37
01/18/2018 12:00:00 AM,2,4
09/24/2016 03:00:00 AM,8,0
07/27/2015 12:00:00 AM,4,6
05/12/2017 12:00:00 AM,3,8
12/27/2014 11:00:00 AM,19,13
08/20/2017 01:00:00 PM,106,94
10/29/2015 09:00:00 PM,18,22
09/05/2013 02:00:00 AM,6,3
05/13/2017 02:00:00 AM,5,3
06/27/2014 01:00:00 PM,38,27
11/21/2015 05:00:00 PM,23,26
03/02/2016 07:00:00 PM,33,74
04/21/2016 06:00:00 PM,179,319
11/03/2012 10:00:00 PM,7,6
10/21/2017 10:00:00 AM,16,13
04/03/2014 07:00:00 AM,189,74
02/22/2018 10:00:00 PM,15,7
11/20/2012 12:00:00 AM,2,5
01/28/2013 11:00:00 AM,25,19
04/13/2018 11:00:00 PM,3,10
08/06/2013 11:00:00 AM,60,44
09/16/2014 09:00:00 PM,39,42
11/27/2012 11:00:00 PM,9,11
03/02/2015 08:00:00 PM,23,49
01/18/2014 07:00:00 PM,15,16
09/28/2013 04:00:00 PM,15,13
04/10/2013 02:00:00 AM,2,1
12/18/2012 02:00:00 AM,2,1
01/30/2017 08:00:00 PM,19,36
09/22/2014 12:00:00 PM,52,1
09/20/2017 12:00:00 AM,2,1
06/16/2018 01:00:00 PM,16,22
12/12/2016 12:00:00 AM,3,2
07/28/2017 04:00:00 AM,6,5
03/29/2014 08:00:00 AM,14,11
10/22/2014 07:00:00 PM,45,68
04/09/2016 07:00:00 AM,27,32
01/23/2017 05:00:00 PM,104,345
01/22/2014 11:00:00 PM,3,10
03/07/2017 11:00:00 AM,13,16
06/08/2015 04:00:00 PM,138,219
08/25/2015 03:00:00 AM,0,5
02/04/2013 11:00:00 AM,26,25
12/29/2016 02:00:00 PM,18,25
08/14/2017 06:00:00 AM,98,74
10/16/2014 04:00:00 PM,119,180
03/13/2016 05:00:00 AM,0,2
03/24/2014 03:00:00 PM,79,69
01/26/2018 07:00:00 PM,17,48
05/03/2018 09:00:00 AM,135,200
11/22/2013 01:00:00 AM,2,4
03/24/2015 06:00:00 PM,115,205
12/29/2016 04:00:00 PM,36,70
02/02/2018 10:00:00 PM,6,9
05/09/2016 11:00:00 AM,47,35
06/09/2017 05:00:00 AM,28,11
11/13/2016 06:00:00 PM,11,14
04/05/2013 07:00:00 AM,95,53
11/11/2017 08:00:00 PM,11,16
03/20/2015 11:00:00 PM,9,16
01/30/2013 02:00:00 PM,24,26
01/22/2015 03:00:00 AM,1,2
04/14/2014 02:00:00 AM,0,3
08/24/2017 05:00:00 AM,23,19
03/21/2016 01:00:00 AM,3,2
10/12/2015 05:00:00 AM,27,16
04/12/2013 08:00:00 AM,221,90
04/07/2018 10:00:00 AM,30,21
10/11/2012 04:00:00 AM,11,1
06/23/2014 05:00:00 AM,30,17
12/29/2012 01:00:00 PM,11,15
05/22/2014 07:00:00 PM,90,165
01/05/2018 09:00:00 AM,72,87
01/27/2016 04:00:00 AM,0,3
06/19/2018 06:00:00 PM,163,391
04/15/2016 02:00:00 AM,1,2
06/05/2015 02:00:00 AM,2,3
01/04/2013 04:00:00 AM,2,3
09/27/2013 10:00:00 PM,14,20
07/15/2013 04:00:00 PM,104,196
12/28/2014 01:00:00 AM,2,1
02/20/2015 09:00:00 AM,0,141
04/14/2016 02:00:00 PM,46,41
05/28/2018 04:00:00 AM,0,3
10/26/2015 03:00:00 AM,2,0
12/30/2014 02:00:00 PM,45,35
08/16/2014 04:00:00 AM,1,4
12/05/2014 10:00:00 PM,19,20
08/03/2016 09:00:00 AM,195,128
01/09/2018 05:00:00 AM,19,12
11/17/2012 10:00:00 AM,28,21
04/09/2015 04:00:00 AM,4,3
02/11/2016 06:00:00 PM,66,172
03/31/2013 11:00:00 AM,93,92
10/14/2016 10:00:00 AM,24,18
11/18/2017 09:00:00 PM,12,19
03/10/2014 05:00:00 PM,90,235
06/03/2014 10:00:00 AM,65,47
12/24/2013 09:00:00 AM,46,34
09/20/2014 01:00:00 AM,3,7
08/28/2016 01:00:00 PM,77,76
01/26/2018 10:00:00 PM,5,4
05/03/2017 11:00:00 AM,35,32
09/07/2017 02:00:00 PM,39,56
08/26/2015 08:00:00 AM,354,201
11/30/2015 06:00:00 AM,45,34
01/17/2013 08:00:00 AM,167,78
10/26/2012 02:00:00 AM,3,1
01/13/2013 06:00:00 AM,1,5
06/13/2015 12:00:00 AM,13,14
06/08/2013 06:00:00 AM,10,14
06/12/2014 10:00:00 AM,69,53
03/11/2014 08:00:00 PM,47,60
09/04/2013 10:00:00 AM,87,63
11/16/2014 05:00:00 PM,30,27
10/06/2015 10:00:00 AM,67,58
10/04/2012 07:00:00 AM,230,89
11/02/2017 12:00:00 PM,18,19
04/13/2018 04:00:00 AM,1,4
04/22/2017 10:00:00 PM,5,11
05/28/2013 05:00:00 PM,152,392
04/19/2013 02:00:00 AM,1,4
11/10/2015 04:00:00 PM,103,195
02/09/2016 04:00:00 PM,131,210
08/25/2018 02:00:00 PM,41,66
06/20/2018 10:00:00 PM,34,28
04/20/2015 07:00:00 PM,106,174
10/03/2013 10:00:00 PM,14,15
03/13/2018 05:00:00 AM,23,9
07/08/2017 01:00:00 PM,109,86
09/24/2016 03:00:00 PM,70,91
07/30/2015 08:00:00 AM,397,208
04/04/2018 11:00:00 AM,15,18
01/18/2016 08:00:00 PM,25,19
09/23/2015 09:00:00 PM,34,58
08/02/2018 08:00:00 AM,273,302
03/28/2016 12:00:00 PM,26,16
07/01/2014 08:00:00 PM,87,92
06/30/2016 01:00:00 PM,58,39
01/30/2013 01:00:00 PM,20,11
08/22/2013 07:00:00 PM,99,158
12/28/2014 11:00:00 AM,38,39
12/08/2016 06:00:00 AM,35,18
09/07/2015 11:00:00 AM,92,59
01/02/2013 07:00:00 PM,24,48
10/12/2015 09:00:00 PM,14,22
04/07/2014 04:00:00 PM,140,205
03/24/2013 11:00:00 PM,15,8
01/26/2017 05:00:00 PM,78,309
10/05/2017 12:00:00 PM,44,60
04/21/2013 05:00:00 PM,54,47
02/12/2016 05:00:00 AM,19,7
11/10/2014 02:00:00 PM,29,82
07/26/2016 06:00:00 AM,122,63
12/03/2016 03:00:00 AM,2,0
12/05/2013 09:00:00 AM,123,65
12/24/2014 08:00:00 PM,3,5
05/04/2015 11:00:00 AM,35,45
11/15/2012 08:00:00 PM,29,34
06/14/2018 12:00:00 PM,45,46
08/15/2015 05:00:00 PM,84,82
01/16/2014 10:00:00 PM,16,19
01/12/2014 12:00:00 AM,5,6
08/23/2018 02:00:00 AM,3,6
07/24/2014 05:00:00 PM,134,327
01/13/2017 02:00:00 PM,19,31
10/23/2012 07:00:00 PM,37,67
11/11/2013 02:00:00 AM,2,1
10/17/2014 06:00:00 AM,62,24
12/28/2016 04:00:00 PM,47,79
09/21/2015 05:00:00 PM,190,465
03/18/2015 01:00:00 AM,2,4
02/10/2018 09:00:00 AM,38,30
10/12/2013 01:00:00 AM,5,3
01/06/2015 03:00:00 AM,4,3
04/01/2014 05:00:00 AM,14,9
10/11/2016 07:00:00 AM,239,151
03/01/2014 12:00:00 AM,10,11
06/01/2014 04:00:00 PM,145,136
11/10/2016 03:00:00 PM,68,103
10/09/2015 10:00:00 PM,13,22
07/20/2015 03:00:00 AM,3,2
05/01/2015 08:00:00 AM,399,164
01/04/2013 11:00:00 AM,33,23
11/27/2014 02:00:00 PM,15,8
04/27/2018 06:00:00 AM,70,61
12/16/2015 11:00:00 PM,10,12
09/09/2016 03:00:00 PM,86,110
05/09/2015 07:00:00 AM,33,36
04/03/2013 09:00:00 AM,142,88
10/29/2013 11:00:00 AM,80,5
06/22/2018 12:00:00 AM,9,14
07/03/2016 06:00:00 AM,4,11
03/31/2015 09:00:00 AM,5,125
05/28/2013 01:00:00 AM,3,1
12/15/2014 08:00:00 AM,0,242
09/12/2013 02:00:00 PM,61,48
01/05/2017 07:00:00 PM,18,60
03/07/2013 11:00:00 AM,40,28
05/01/2014 06:00:00 AM,131,53
07/04/2013 11:00:00 AM,96,102
01/17/2017 04:00:00 AM,4,2
11/15/2012 03:00:00 AM,0,1
03/09/2014 08:00:00 PM,15,16
10/01/2015 11:00:00 AM,53,49
06/15/2014 08:00:00 PM,9,8
02/08/2015 02:00:00 AM,1,2
10/07/2017 02:00:00 AM,1,2
06/25/2014 09:00:00 PM,48,52
02/13/2016 10:00:00 AM,53,42
06/02/2017 10:00:00 AM,63,57
09/05/2014 07:00:00 PM,98,141
09/04/2014 08:00:00 AM,475,170
11/06/2013 10:00:00 PM,17,23
06/19/2013 01:00:00 AM,1,2
08/14/2015 06:00:00 AM,68,37
03/01/2017 10:00:00 AM,36,34
02/27/2014 12:00:00 PM,60,30
08/08/2018 05:00:00 PM,192,622
10/05/2015 01:00:00 PM,49,44
05/24/2017 09:00:00 PM,39,55
02/05/2015 06:00:00 AM,39,24
02/06/2014 07:00:00 AM,90,27
07/16/2017 01:00:00 AM,2,8
01/20/2018 06:00:00 AM,4,6
03/23/2014 03:00:00 AM,1,3
03/08/2013 05:00:00 AM,16,5
11/13/2015 09:00:00 PM,7,11
08/12/2014 02:00:00 AM,5,2
03/04/2014 12:00:00 PM,35,19
11/03/2017 08:00:00 PM,17,25
04/11/2015 06:00:00 PM,44,24
12/05/2013 05:00:00 PM,90,178
01/27/2016 07:00:00 AM,218,65
01/27/2016 03:00:00 AM,2,0
06/23/2014 08:00:00 PM,45,63
10/11/2012 06:00:00 PM,113,186
05/04/2017 09:00:00 PM,15,14
02/27/2014 01:00:00 AM,1,4
03/24/2013 07:00:00 PM,27,18
11/10/2014 04:00:00 PM,98,177
10/29/2013 03:00:00 PM,64,70
07/06/2014 03:00:00 PM,173,118
01/30/2017 08:00:00 AM,256,154
02/22/2014 05:00:00 PM,18,19
03/31/2013 05:00:00 PM,103,101
10/21/2012 03:00:00 AM,3,1
11/05/2015 11:00:00 AM,34,23
01/10/2017 10:00:00 AM,25,28
03/02/2013 08:00:00 PM,8,14
09/11/2016 10:00:00 AM,47,51
04/18/2015 06:00:00 AM,17,11
03/25/2013 05:00:00 PM,150,333
08/11/2018 03:00:00 PM,71,166
01/21/2015 03:00:00 PM,51,41
01/29/2016 10:00:00 PM,8,15
04/20/2014 03:00:00 PM,102,92
02/15/2016 02:00:00 PM,16,21
09/30/2015 06:00:00 AM,92,57
01/16/2018 07:00:00 AM,157,130
02/21/2017 12:00:00 PM,10,28
11/03/2012 11:00:00 PM,7,14
04/28/2014 03:00:00 PM,77,86
06/04/2016 06:00:00 PM,84,79
07/02/2014 01:00:00 AM,6,11
12/02/2016 10:00:00 AM,31,28
02/20/2013 08:00:00 AM,220,100
03/16/2018 03:00:00 PM,54,107
10/08/2012 11:00:00 AM,55,44
06/20/2013 05:00:00 AM,22,11
03/27/2016 09:00:00 PM,7,5
05/22/2014 03:00:00 AM,0,2
06/23/2016 11:00:00 AM,30,25
08/19/2016 02:00:00 AM,1,0
06/18/2014 09:00:00 AM,173,111
11/27/2013 04:00:00 PM,81,157
05/11/2014 01:00:00 AM,1,7
09/16/2015 02:00:00 AM,2,1
12/05/2017 04:00:00 PM,70,169
08/12/2018 05:00:00 AM,3,4
08/02/2018 01:00:00 PM,31,33
12/04/2015 01:00:00 PM,34,28
02/23/2018 06:00:00 PM,22,69
02/16/2015 09:00:00 AM,104,57
11/03/2014 10:00:00 AM,39,24
12/07/2015 04:00:00 PM,52,90
02/23/2015 01:00:00 PM,66,0
02/22/2015 12:00:00 PM,121,74
12/14/2015 04:00:00 AM,8,3
10/30/2014 01:00:00 AM,4,3
06/28/2016 02:00:00 AM,1,2
05/14/2018 07:00:00 PM,95,154
08/01/2014 02:00:00 AM,1,7
02/08/2017 11:00:00 AM,10,14
05/31/2015 07:00:00 PM,68,39
03/15/2017 01:00:00 PM,14,10
11/20/2014 06:00:00 AM,70,32
03/14/2013 09:00:00 PM,11,20
12/10/2015 11:00:00 PM,4,11
10/08/2013 11:00:00 AM,29,18
03/16/2013 11:00:00 AM,49,36
04/06/2013 12:00:00 PM,38,26
06/21/2013 09:00:00 AM,141,73
06/27/2017 06:00:00 AM,106,69
11/03/2014 11:00:00 AM,25,17
03/13/2015 03:00:00 AM,1,3
01/26/2016 10:00:00 AM,30,25
06/17/2015 04:00:00 PM,139,229
09/20/2013 04:00:00 AM,5,3
11/10/2013 11:00:00 PM,4,12
05/24/2018 04:00:00 PM,125,293
09/09/2014 05:00:00 AM,27,17
03/18/2015 10:00:00 PM,19,18
09/28/2013 03:00:00 AM,1,3
10/13/2012 10:00:00 PM,4,14
05/06/2017 06:00:00 PM,49,74
01/26/2014 03:00:00 AM,5,3
05/03/2017 08:00:00 PM,82,104
04/04/2016 10:00:00 AM,47,51
07/25/2015 09:00:00 AM,29,25
04/16/2013 08:00:00 AM,235,117
09/16/2014 06:00:00 PM,176,370
03/04/2015 01:00:00 AM,1,2
07/25/2016 04:00:00 AM,6,4
09/28/2017 01:00:00 AM,3,2
04/05/2013 10:00:00 AM,32,41
10/07/2013 04:00:00 PM,82,127
04/05/2015 08:00:00 PM,19,25
11/29/2014 04:00:00 AM,0,1
08/20/2014 10:00:00 PM,22,44
08/17/2013 10:00:00 AM,92,52
03/13/2018 10:00:00 AM,30,48
04/29/2014 11:00:00 AM,58,51
02/11/2017 01:00:00 AM,3,0
01/30/2015 03:00:00 PM,72,83
04/21/2013 06:00:00 PM,50,31
04/21/2016 09:00:00 AM,172,112
01/18/2018 05:00:00 AM,17,10
12/27/2016 11:00:00 PM,7,5
06/22/2013 11:00:00 PM,54,27
04/23/2017 11:00:00 AM,35,39
08/23/2015 09:00:00 PM,23,16
06/09/2013 04:00:00 AM,2,3
06/03/2014 06:00:00 PM,199,381
10/09/2016 04:00:00 PM,61,68
08/20/2014 09:00:00 PM,48,77
10/05/2013 08:00:00 PM,17,25
08/01/2018 12:00:00 AM,4,9
04/11/2018 06:00:00 PM,75,196
07/31/2017 07:00:00 PM,88,182
01/27/2015 12:00:00 AM,1,6
02/25/2015 12:00:00 AM,2,9
11/04/2013 01:00:00 AM,4,0
08/15/2017 11:00:00 AM,53,61
07/04/2017 12:00:00 PM,105,99
09/24/2013 11:00:00 AM,45,32
05/05/2016 12:00:00 AM,7,3
